,0,1,2,3,4
0,0.6483922033088448,0.5545600923709346,0.6964073161956172,0.6706827309236948,0.6575766581427872
1,0.6610834796968184,0.589094710722123,0.6942740798720641,0.7133639555553122,0.6452700768423859
2,0.6681360228150404,0.5800904824626663,0.6964073161956172,0.6768178194847239,0.6982643875477225
3,0.667475473826722,0.544149372482168,0.7254254964056052,0.7134275045292177,0.6642585421874859
4,0.6308572595714291,0.5431684919944485,0.7265439184859713,0.7134275045292177,0.6688954555708092
5,0.6605805837732838,0.5725463777671883,0.7170167769858539,0.7256292055139703,0.6672346170269415
6,0.6803562113577437,0.5800904824626663,0.7131617387201089,0.6706827309236948,0.6369573799146444
7,0.6605805837732838,0.581145682369879,0.6990745613502838,0.7135974514772964,0.6680130126173868
8,0.6786415583340413,0.5668446513791515,0.6763704656636199,0.6828833019856386,0.6549808121901646
9,0.6854829036165236,0.5472250419249123,0.6990745613502838,0.6828833019856386,0.6614801829678757
10,0.6681360228150404,0.5575785934934372,0.6896902414613206,0.701359065548888,0.6549808121901646
11,0.6796815452451529,0.5498075834603908,0.7087030126122942,0.695192860207441,0.6566083974711662
12,0.6791102856252116,0.5780040555895916,0.7131617387201089,0.7012103307242568,0.6623021383181712
13,0.6933714903149729,0.5725463777671883,0.7065281663676601,0.6768178194847239,0.6709778155542556
14,0.6539249832287161,0.589094710722123,0.7170167769858539,0.7072735385988398,0.6537574253705342
15,0.6547226543453235,0.5914137693955853,0.7105381326286396,0.6828796668154098,0.6665591278771454
16,0.673283191656671,0.5422755333627177,0.6886342233491162,0.6707844617758374,0.6688954555708092
17,0.6723559670071068,0.5848202917754899,0.7065281663676601,0.695192860207441,0.6339936025526095
18,0.6842147618034264,0.5611546556121709,0.7065281663676601,0.6950766027071248,0.6463216735531582
19,0.6055411307365625,0.5744465121477801,0.7198333458668077,0.7198277141972305,0.680282486698387
20,0.6539249832287161,0.5725463777671883,0.7131617387201089,0.6828833019856386,0.6443213393715232
21,0.667475473826722,0.5755363769179093,0.7075594318585061,0.6645716758301236,0.6632278051147795
22,0.673283191656671,0.5575785934934372,0.718782252863256,0.6829776177136289,0.6745801636032195
23,0.6610834796968184,0.5744465121477801,0.7142593594777544,0.7318054578548463,0.6427270073533876
24,0.6983252364562963,0.5867659764914748,0.7056076765679165,0.7012258035444652,0.6975007781177627
25,0.6610834796968184,0.581145682369879,0.7065281663676601,0.6891831441773534,0.6632278051147795
26,0.6681360228150404,0.5744465121477801,0.7167988186248191,0.7072735385988398,0.6672346170269415
27,0.6452577338896802,0.5867659764914748,0.7065281663676601,0.6889678156927179,0.6623021383181712
28,0.667475473826722,0.5791292103873684,0.7131617387201089,0.6950829601039006,0.6607607339194929
29,0.6669164699852675,0.5431684919944485,0.6964073161956172,0.7072735385988398,0.6623021383181712
30,0.6854829036165236,0.5791292103873684,0.6886342233491162,0.7194822763404245,0.6672346170269415
31,0.6854829036165236,0.5508458738528431,0.7366664068906054,0.6950829601039006,0.6623021383181712
32,0.6782746317468812,0.5677831523065937,0.6896902414613206,0.6950766027071248,0.6509312294504503
33,0.6314754571869302,0.581145682369879,0.6999317156562787,0.7499581653492038,0.6730074153189161
34,0.6738994441116097,0.5668446513791515,0.6964073161956172,0.7072826182221625,0.6434740644553861
35,0.6803562113577437,0.5878816284504423,0.6830116038419028,0.7256292055139703,0.6549808121901646
36,0.6303350230654354,0.5611546556121709,0.7198333458668077,0.6951736466013723,0.6860029860211069
37,0.6293366615578785,0.5867659764914748,0.7209987090289712,0.6647702986895886,0.6427270073533876
38,0.6417501589696335,0.5677831523065937,0.7019748004695375,0.6767697457614207,0.680282486698387
39,0.6803562113577437,0.5621270478040855,0.7254254964056052,0.6828796668154098,0.6868581888882679
40,0.6845348533774936,0.5946553348380457,0.71784386282086,0.6768178194847239,0.6601427349569541
41,0.6353350947448372,0.5822964210565095,0.6983252364562963,0.6953740889483861,0.6549808121901646
42,0.6786415583340413,0.5600541342739409,0.6707376898336013,0.7134275045292177,0.6846104243253796
43,0.6610834796968184,0.5564814757780717,0.6990745613502838,0.6829886609916391,0.6811825136704522
44,0.6727689642377227,0.5498075834603908,0.7170167769858539,0.6829776177136289,0.6821898207435899
45,0.6610834796968184,0.548858959195494,0.7209987090289712,0.6706836438673767,0.6991362141733162
46,0.673283191656671,0.5800904824626663,0.6886342233491162,0.6406218068186742,0.6991362141733162
47,0.6605805837732838,0.5848202917754899,0.7047965884431505,0.6707815888258855,0.6794884218637185
48,0.6669164699852675,0.6058098889616863,0.6811353040620294,0.6890140751044903,0.6852540967183394
49,0.6746186593157,0.6027879195506419,0.7087030126122942,0.6950829601039006,0.6434740644553861
50,0.6623907082984081,0.5554758221505212,0.6964073161956172,0.6709802171649561,0.6642585421874859
51,0.624015442379967,0.581145682369879,0.7065281663676601,0.6767697457614207,0.6672346170269415
52,0.6727689642377227,0.6014678057060082,0.7075594318585061,0.6645716758301236,0.6811825136704522
53,0.641354614229332,0.544149372482168,0.718782252863256,0.6828796668154098,0.6852540967183394
54,0.6669164699852675,0.5688135790739753,0.6908564538673193,0.6828833019856386,0.6680130126173868
55,0.6664581537344615,0.5734503520288479,0.7131617387201089,0.6828833019856386,0.6549808121901646
56,0.6738994441116097,0.5755363769179093,0.7209987090289712,0.6767697457614207,0.6672346170269415
57,0.6842147618034264,0.5755363769179093,0.7162997595004459,0.7194822763404245,0.6549808121901646
58,0.6723559670071068,0.5677831523065937,0.7065281663676601,0.6829776177136289,0.6566083974711662
59,0.6796815452451529,0.5699375072749734,0.7244215098124964,0.6585855599381422,0.6982643875477225
60,0.6610834796968184,0.5755363769179093,0.7056076765679165,0.6706836438673767,0.6443213393715232
61,0.6738994441116097,0.5554758221505212,0.7113025123675757,0.7072826182221625,0.6607607339194929
62,0.673283191656671,0.5767216157382378,0.7019748004695375,0.7194704744905548,0.6566083974711662
63,0.655915834272337,0.5554758221505212,0.718782252863256,0.7072826182221625,0.680282486698387
64,0.6605805837732838,0.5575785934934372,0.7227510288009829,0.7134065863440232,0.6614801829678757
65,0.6854829036165236,0.5688135790739753,0.6886342233491162,0.7012103307242568,0.6665591278771454
66,0.655269402408291,0.5677831523065937,0.7065281663676601,0.6584857950319798,0.6811825136704522
67,0.64306333098986,0.5914137693955853,0.7131617387201089,0.6829776177136289,0.6189351162933856
68,0.6854829036165236,0.5554758221505212,0.7019748004695375,0.7134275045292177,0.6672346170269415
69,0.6358193078959459,0.5946553348380457,0.6896902414613206,0.6889678156927179,0.6386346537861212
